TABLE_NAME 表中文名称
J_LP_PDWORKTICKET_DYGZP 配电低压工作票表
T_DW_ZCGL_KSDBSQD 设备省间调拨申请单表
T_DW_ZCGL_LSSJ 临时数据表
T_DW_ZCGL_PMSPMAMDYDJYS PMS-PM-AM电压等级对应关系表
T_DW_ZCGL_SBBFDB 设备报废打包表
J_LP_PDWORKTICKET_FIRST 配电第一种工作票表
J_LP_PDWORKTICKET_FOUR 配电故障紧急抢修单表
T_DW_ZCGL_SBDBGZB 设备打包规则表
J_LP_PDWORKTICKET_SECOND 配电第二种工作票表
J_LP_PDWORKTICKET_THIRD 配电带电作业工作票表
T_DW_ZCGL_SBLX 设备类型表
J_LP_PWGCP_FIRST  配网工程票表
T_DW_ZCGL_SWZCBB_BBFZ 实物资产报表分组表
T_DW_ZCGL_SWZCBB_BDZPJFZLTJB 变电站平均负载率统计表
J_LP_PWGCP_FIRST_S1 配网工程票-风险点表
T_DW_ZCGL_SWZCBB_BFCY_1 资产报废成因表（按报废成因5%）表
T_DW_ZCGL_SWZCBB_BFCY_2 资产报废成因表（按报废成因20%）表
T_DW_ZCGL_SWZCBB_BFXM .资产退役-资产报废按项目类型表
T_DW_ZCGL_SWZCBB_BPBJSLGMBB 备品备件数量规模表
T_DW_ZCGL_SWZCBB_DWZCTJB 省外代维资产及租赁资产统计表
T_DW_ZCGL_SWZCBB_DXFYYWCB 大修费用、运维成本表
T_DW_ZCGL_SWZCBB_FNDJZB 分年度资产价值统计表
T_DW_ZCGL_SWZCBB_JKZTFX 实物资产评价分析表（C.1状态分析）表
T_DW_ZCGL_SWZCBB_LYXLSDL 利用效率-售电量表
T_DW_ZCGL_SWZCBB_NLJGSL 年龄结构数量表
T_DW_ZCGL_SWZCBB_NLTJ 资产年龄统计表
T_DW_ZCGL_SWZCBB_QXFX 缺陷分析表
T_DW_ZCGL_SWZCBB_SBQPTYTJBB 设备强迫停运统计表
T_DW_ZCGL_SWZCBB_SCSYNXTJBB 资产使用年限统计表
T_DW_ZCGL_SWZCBB_SJZLYSLGMBB 实际再利用设备数量规模表
T_YJ_DWYJ_AQCS 安全措施表
T_YJ_DWYJ_BZRWD 班组任务单表
T_DW_ZCGL_SWZCBB_ZCFL 实物资产报表资产分类表
T_DW_ZCGL_SWZCBB_ZCJJSMTJBB 资产经济寿命统计表
T_DW_ZCGL_SWZCBB_ZCJZGMTJB 资产价值规模统计表
T_DW_ZCGL_SWZCBB_ZCLYZTTJJZ 资产利用状态统计表（价值）表
T_DW_ZCGL_SWZCBB_ZCLYZTTJSL 资产利用状态统计表（数量）表
T_DW_ZCGL_SWZCBB_ZCSLGMTJBB 资产数量规模统计表
T_DW_ZCGL_SWZCBB_ZCXZTJNF 资产新增统计表
T_DW_ZCGL_SWZCBB_ZCXZTJXM 资产结构-新增资产(项目）表
T_DW_ZCGL_SWZCBB_ZCYS 实物资产报表字段映射表
T_DW_ZCGL_SWZC_BBSJYZ 报表数据验证表
T_DW_ZCGL_SWZC_BBSJYZJG 报表数据验证结果表
T_YJ_DWYJ_DDZYJL 带电作业记录表
T_YJ_DWYJ_DDZYXMDMB 带电作业项目维护表
T_DW_ZCGL_TCSBXX_TEMP 退出设备信息中间表
T_YJ_DWYJ_GZRW 工作任务表
T_YJ_DWYJ_GZRWD 工作任务单表
T_DW_ZCGL_ZCQCPDSBLB 资产清查盘点设备列表
T_DW_ZCGL_ZCZLSJ 资产增量数据-用于电子文件集成表
T_DW_ZCGL_ZDGTBGCBH 实物资产-正在打包同步的工程编号表
T_YJ_DWYJ_GZRWD_JXCBHSB 检修成本核算表
T_YJ_DWYJ_JXGD 检修工单表
T_DY_CHANGE_BXJRDGX 低压异动-表箱和接入点对应关系表
T_DY_CHANGE_REQUEST 低压设备异动主表
T_DY_CHANGE_REQUEST_SUB 低压设备异动从表
T_EFILE_EDOC_MESSAGE 电子文档信息表
T_EFILE_EFILE_MESSAGE 电子文件信息表
T_EFILE_QTXX_PZB 电子文件其他信息表
T_EFILE_TJX_JKCZJL 统计型电子文件接口操作记录表
T_EFILE_ZTX_JKCZJL 逐条型电子文件接口操作记录表
T_ERP_BDZ_DY 变电站对应表
T_ERP_SB_DY 设备对应表
T_ERP_TQ_DY 间隔与功能位置对应表
T_JGDX_ERP_FI 其他费用入账信息表
T_JGDX_ERP_PR 采购申请信息表
T_JGDX_ERP_PS 一览表统计信息表
T_YJ_DWYJ_JXJH 检修计划表
T_JXHPJ_SBLB 变电设备精益化评价细则设备类别表
T_JXJH_ZL 检修计划_资料信息表
T_LINE_CANLOAD_SUB 线路接入负载率子表
T_MOBILE_ZDSCJL 终端生成记录表
T_MX_ATTACHMENT 文件附件上传表
T_YJ_DWYJ_JXJHSHYJ 检修计划审核意见表
T_YJ_DWYJ_LPTX_GZPCS 工作票措施表
T_YJ_DWYJ_LP_GZPJL 工作票记录表
T_YJ_DWYJ_LP_GZPWB 两票-工作票文本表
T_YJ_DWYJ_LP_LBNR 两票-列表内容表
T_PMSOMS_SBDY_CZJL pmsoms设备对应操作记录表
T_PMS_TRAN_CHECK_LIST PMS配变核对问题清单表
T_PROC_COLUMNS_CONFIG OMS与PMS流程业务字段映射表
T_PROC_STEP_CONFIG pms与oms流程环节对应表
T_PROC_TRANSFER_LOG 流程过程日志表
T_PWBZH_DWZBHZB 指标汇总表
T_PWBZH_GDBJ_TJB 配网标准化_供电半径_统计表
T_PWBZH_JKXLLLL_TJB 配网标准化_架空线路联络率_统计表
T_PWBZH_JKXLPJFDS_TJB 架空线路平均分段数统计表
T_PWBZH_NCHJRL_NDMBPZ 配网标准化建设农村户均容量表
T_PWBZH_NCHJRL_TJB 配网标准化建设农村户均容量统计表
T_PWBZH_RZB_TJB 配网标准化_容载比表
T_PWBZH_YHBYQ_GLB 配网标准化用户变压器关联表
T_PWBZH_YSPFMB 配网标准化验收评分模版表
T_PWGC_BZHYYTJ 配网工程-标准化应用统计表
T_YJ_DWYJ_LP_LBYJ 两票列表元件表
T_PWGC_DDYDYJWGPZ_TJB 电源及无功配置统计表
T_PWGC_DTGCLV 单体工程两率表
T_PWGC_FYXMHZTJ 复用项目汇总统计表
T_PWGC_FZ_PGZB 评估指标表
T_PWGC_FZ_PGZBFZ 配网工程_立项辅助_评估指标分值表
T_PWGC_GCCJWZ 工程拆旧物资表
T_PWGC_GCTJ_DEPT 配网工程工程统计部门表
T_PWGC_GCTJ_TZWCGKTJ 配网工程工程统计投资情况表
T_YJ_DWYJ_LP_MBZTXX 两票-模板状态信息表
T_YJ_DWYJ_LP_RZ 两票日志表
T_YJ_DWYJ_LP_WXDXX 两票危险点信息表
T_PWGC_GDZLZBLSB 配网工程供电质量指标计算表
T_PWGC_GGDM 配网工程进度维护公共代码表
T_PWGC_GG_DZBB 配网工程定制报表
T_PWGC_GLTS_DWDFZHZ 单位得分周汇总表
T_PWGC_GLTS_GCXMZBYZ 工程项目周报阈值设置表
T_PWGC_GLTS_ZNYJ 配网工程-管理提升-智能预警信息表
T_PWGC_GXBM 配网工程工序编码数据字典表
T_PWGC_INTERFACE_ENCRY 配网工程-接口校验表
T_PWGC_JDZXQKLJ 节点执行情况链接页面表
T_PWGC_JDZXQKTJ 节点执行情况统计(网省对应总部表)表
T_PWGC_JGDXCBXM_TJB 技改大修储备项目日统计表
T_PWGC_JGDXJHXMGZGM_TJB 技改大修计划项目改造规模统计表
T_PWGC_JGDXJHXM_TJB 技改大修计划项目统计表
T_PWGC_JGDXWCGM_TJB 技改大修完成规模统计表
T_PWGC_JGDXXMJD_TJB 技改大修项目进度统计表
T_PWGC_JGDXXMZX_TJB 技改大修项目执行统计表
T_PWGC_LCBZXQKYBB 里程碑执行情况月报表
T_YJ_DWYJ_LP_ZTXX 两票状态信息表
T_YJ_DWYJ_RWC 任务池表
T_PWGC_PWXQ_FJZLZB 配网工程附件资料子表

表
T_PWGC_PWXQ_FXTZZB 配网工程分年度投资计划子表

表
T_PWGC_PWXQ_GJCXZB 配网工程改建成效子表
表
T_PWGC_PWXQ_GJGMZB 配网工程改建规模子表
T_YJ_DWYJ_RWCSB 任务池设备表
T_YJ_DWYJ_SBJXCB 检修成本表
T_YJ_DWYJ_XCKCJLB 现场勘察记录表
T_PWGC_PWXQ_SBCLZB 配网工程主设备主材料子表

表
T_PWGC_PWXQ_TCGZJXSBZB 配网工程退出/改造/检修对象子表

表
T_YJ_DWYJ_XSJL 修试记录表
T_YJ_SDYJ_FCJH 反措计划(水电)表
T_PWGC_PWZXGCGL_PCLB 配网工程专项管理批次列表
T_PWGC_PWZXGCGL_RZXX 配网工程专项信息日志信息表
T_YJ_SDYJ_FJHTY 非计划停运(水电)表
T_YJ_SDYJ_GZPJL 工作票记录(水电)表
T_YJ_SDYJ_JZJX 水电机组检修(水电)表
T_YJ_SDYJ_JZQTJL 机组启停记录(水电)表
T_YJ_SDYJ_LPZT 两票状态(水电)表
T_PWGC_SGGLDWXX 工程施工相关单位信息表
T_PWGC_SGGZPGL 施工工作票关联表
T_PWGC_SGXCAQYZLJK 施工现场安全与质量监控表
T_YJ_ZHJH_JH 计划主表
T_PWGC_WLK_DS 典设物料库表
T_PWGC_WLK_DS_DR 典设物料库导入表
T_YJ_ZHJH_JHK 综合生产计划库表
T_PWGC_WZCGPC_DR 物资采购批次导入表
T_YJ_ZHJH_JHRW 计划任务表
T_PWGC_WZFWGYS_DR 物资服务供应商导入表
T_ZH_ZTJX_SBJXXM 设备检修项目表
T_PWGC_XMCBK_DBXM_DR 预计划库打包项目导入表
T_PWGC_XMCBK_DR 项目预计划库导入表
T_ZH_ZTJX_SYBW 试验部位表
T_PWGC_XMFJXX 项目附件信息表
T_PWGC_XMGCL 项目工程量表
T_PWGC_XMGL_10KVPROJ_SCHD_MON 10KV项目进度-月报表
T_PWGC_XMIDGLB 需求库/规划/储备/计划(正式)项目ID关系表
T_ZH_ZTJX_SYJL 试验记录表
T_ZH_ZTJX_SYMPJL 试验铭牌记录表
T_PWGC_XMJDSJ_DR 项目节点时间导入表
T_PWGC_XMJD_10KVDCMP_SCHD_MON 10kV单体工程进度-月报表
T_ZH_ZTJX_SYMPWB 试验铭牌文本表
T_PWGC_XMJD_10KVDCMP_SCHD_WEEK 10kV单体工程进度-周报表
T_ZH_ZTJX_SYMPXX 试验铭牌信息表
T_ZH_ZTJX_SYSB 试验设备表
T_PWGC_XMJD_10KVPROJ_REPT_MON 10KV项目单位批次汇总进度-月报表
T_PWGC_XMJD_10KVPROJ_REPT_NOW 10KV项目单位-批次汇总进度-即时表
T_PWGC_XMJD_10KVPROJ_REPT_WEEK 10KV项目单位批次汇总进度-周报表
T_PWGC_XMJD_10KVPROJ_RPT_TEXT 工程项目上报文字信息表
T_ZH_ZTJX_SYSBXM 试验设备项目表
T_PWGC_XMJD_10KVPROJ_SCHD_WEEK 10KV项目进度-周报表
T_PWGC_XMJD_10KVPROJ_SPLC 10KV项目月进度审批流程信息表
T_ZH_ZTJX_SYSJZ 试验数据组表
T_PWGC_XMJD_BATCH_PROV 批次分解情况汇总表
T_PWGC_XMJD_BZMB 10kV项目进度标准码表
T_PWGC_XMJD_CZRZ 10kV项目进度操作日志表
T_ZH_ZTJX_SYYQ 试验仪器表
T_ZH_ZTJX_SYZXM 试验子项目表
T_PWGC_XMJD_WEEK_MODEL 工程项目周报模板表
T_ZH_ZTJX_SYZXMJG 试验子项目结果表
T_YJ_GZQX_CYDW 参演单位表
T_YJ_GZQX_DMJL 点名记录表
T_PWGC_XMPCXX 项目批次信息表
T_PWGC_XMSBGLB 项目设备关联表
T_YJ_GZQX_GDZPCOMPANY 工单转派至县公司表
T_YJ_GZQX_LOG 配网故障抢修日志表
T_PWGC_XMZJJL_DR 项目资金记录导入表
T_PWGC_XZC 行政村信息表
T_YJ_GZQX_QXD 抢修单表
T_PWGC_ZJJZTJ 配网工程-资金进展统计表
T_PWGC_ZJ_AZGCZYHZB 安装工程专业汇总表
T_PWGC_ZJ_CLHZB 材料汇总表
T_PWGC_ZJ_ERPGCCLHZB ERP工程材料汇总表
T_PWGC_ZJ_JZAZGCHZB 建筑安装工程汇总表
T_PWGC_ZJ_JZGCZYHZB 建筑工程专业汇总表
T_PWGC_ZJ_QTFYJSB 其他费用计算表
T_PWGC_ZJ_SBHZB 设备汇总表
T_PWGC_ZJ_SBHZBDR 设备汇总导入表
T_PWGC_ZJ_WLQCB 物料清册表
T_PWGC_ZJ_WLQCBDR 物料清册导入表
T_PWGC_ZJ_ZYSB 总预算表
T_PWGC_ZJ_ZYSBDR 总预算导入表
T_PWGC_ZJ_ZZXCLHZB 装置性材料汇总表
T_PWGC_ZRC 自然村信息表
T_PWGC_ZTQKJK 配网工程-总体情况监控表
T_PWGC_ZXQKTJ 执行情况统计表
T_PWGM_DKXRCJZ 大馈线正确率加工容错机制表
T_PWGM_DKXZL_SJJR 大馈线治理数据接入表
T_PWGM_DKXZL_WZL_TJB 大馈线治理完整率统计表
T_PWGM_DKXZL_ZQL_TJB 大馈线治理准确率统计表
T_PWGM_DKXZQL_JLB 配网规模大馈线准确率记录表
T_PWGM_DKXZQL_LS_JLB 大馈线正确率历史记录表
T_PWGM_DKX_MID_WJHLL 配网规模大馈线网架合理率中间表
T_PWGM_DKX_WJHLL 配网规模大馈线网架合理率表
T_PWGM_DLD_TJB 配网规模电缆段统计表
T_PWGM_DLJT_TJB 配网规模电缆接头统计表
T_PWGM_DLQ_TJB 配网规模断路器统计表
T_PWGM_DLZD_TJB 配网规模电缆终端统计表
T_PWGM_DX_TJB 配网规模导线统计表
T_PWGM_DYXLJSFS_TJB 低压线路架设方式统计表
T_PWGM_DZ_TJB 配网规模电站统计表
T_PWGM_GDBJ_FBTJB 配网规模供电半径分布统计表
T_PWGM_GDBJ_TJB 供电半径年度统计表
T_PWGM_GT_TJB 配网规模杆塔统计表
T_PWGM_JKHLZJRL_MXB 架空线路装接容量明细表
T_PWGM_JKXLZJRLFJ_TJB 架空线路装接容量分级统计表
T_PWGM_KG_FLXTJB 开关分类型统计表
T_PWGM_KG_FNXTJB 开关分年限统计表
T_PWGM_KG_TJB 配网规模开关统计表
T_PWGM_KXZJRLFJ_TJB 馈线装接容量分级统计表
T_PWGM_KXZJRL_MXB 馈线装接容量明细表
T_PWGM_PB_DYQKTJB PMS用采配变对应情况统计表
T_PWGM_PB_FNXTJB 配变分年限统计表
T_PWGM_PB_LXTJB 配变类型统计表
T_PWGM_PB_TJB 配变统计表
T_PWGM_WJZB_TJB 网架指标统计表
T_PWGM_WJZB_YTJB 网架指标月统计表
T_PWGM_XL_DXCDFNX_TJB 导线长度分年限统计表
T_PWGM_XL_KXFDSFJ_TJB 馈线分段数分级统计表
T_PWGM_XL_KXJSFS_TJB 馈线架设方式统计表
T_PWGM_YH_TJB 用户统计表
T_PWGM_ZB_TJB 专变统计表
T_PWGM_ZCSM_TJB 资产寿命统计表
T_PWGM_ZF_FNXTJB 站房分年限统计表
T_PWGM_ZF_TJB 站房统计表
T_PWGM_ZSKG_YTFLXTJB 柱上开关用途分类统计表
T_PWGM_ZXL_TJB 配网规模配网主线路统计表
T_PWJX_DDZYJSTD_YDTJB 带电作业减少停电月度统计表
T_PWJX_DLDDZY_YDTJB 电缆带电作业月度统计表
T_PWJX_JHTD_RTJB 计划停电日统计表
T_PWJX_JHTD_YDJHB 配网管控检修计划月度计划表
T_PWJX_JHTD_YDTJB 计划停电月度统计表
T_PWJX_JKDDZY_YDTJB 架空带电作业月度统计表
T_PWYW_CAPACITY_LINE 处理功率漏点中间表
T_PWYW_CMS_MAPPING_RULE 配网运维管控营销同步字段映射关系表
T_PWYW_CMS_MAPPING_TAB 配网运维管控CMS数据同步映射实例表
T_PWYW_CURRENT_LINE 处理电流漏点中间表
T_PWYW_DEPT_RECORD 配网运行数据统计单位展示表
T_PWYW_GGDM 配网运维系统公共代码表
T_PWYW_GG_CSSTEXT 配网运维公共样式文本表
T_PWYW_GISMAP GIS地图部门地理信息表
T_PWYW_JBGNMAP 配网运维地图信息表
T_PWYW_PBJR_JLB 配网运维配变接入记录表
T_PWYW_PBTZ_QYLX_DWTJB 区域类型单位统计表
T_PWYW_PBTZ_QYLX_DZB 区域类型对照表
T_PWYW_PBYC_JLB 配变异常数据加工汇总中间表
T_YJ_GZQX_QXDMSGCONFIRM 抢修消息确认表
T_YJ_GZQX_QXDPB 抢修队排班表
T_YJ_GZQX_QXDPBMX 抢修队排班明细表
T_YJ_GZQX_QXDWBZ 抢修队伍/班组表
T_PWYW_SJHC_TJB 配网管控数据核查统计表
T_PWYW_SJZLGK_TJB 数据治理概况统计表
T_PWYW_SJZL_TJB 配网运维数据质量统计表
T_PWYW_VOLT_LINE 处理电压漏点、异常的中间表
T_YJ_GZQX_QXDWYQXZZGXB 抢修队伍与抢修资质关系表
T_YJ_GZQX_QXDY 抢修队员表
T_PWYX_DDYPB_MGD_YDTJB 单位煤改电低电压配变月度统计表
T_PWYX_DDYPB_MGD_ZRTJB 各单位煤改电低电压配变日统计表
T_PWYX_DDYPB_YDTJB 各单位低电压配变月度统计表
T_PWYX_DDYPB_ZRTJB 各单位低电压配变日统计表
T_PWYX_DDYPB_ZRTJB_JM 各单位低电压配变加密日统计表
T_PWYX_DDYSC_YTJB 单位低电压时长月统计表
T_PWYX_DDY_TQDBTJB 低电压同期对比统计表
T_PWYX_DWDYYHPBSL_TJB 单位低压用户配变数量统计表
T_PWYX_DWGZYXYH_ZRTJB 电网故障影响用户昨日统计表
T_PWYX_DWGZ_ZRTJB 电网故障昨日统计表
T_PWYX_DWKXSL 单位馈线统计表
T_PWYX_DWKXTZ_RTJB 单位馈线跳闸日统计表
T_PWYX_DWPBSL 单位配变数量表
T_PWYX_DWYHSL_TJB 单位低压用户数量表
T_PWYX_DXYHXX 典型用户信息表
T_PWYX_DYSBJRD_GLB 低压设备接入点关联表
T_YJ_GZQX_QXDYQXDWBZGXB 抢修单与抢修队伍/班组关系表
T_PWYX_DYYHXX_JLB_LS 典型用户临时表
T_YJ_GZQX_QXGC 抢修过程表
T_PWYX_GBYXXX_JLB_HIS 公变运行信息记录表
T_PWYX_GDDY_DDY_DYFZFB 电压配变电压幅值分布表
T_PWYX_GDDY_DDY_FZLFB 低电压配变负载率分布表
T_PWYX_GDDY_DDY_LJSCFB 低电压配变累计时长分布表
T_PWYX_GDDY_DDY_TQDBFXB 低电压同期对比分析表
T_PWYX_GDDY_GDY_DYFZFB 电压配变电压幅值分布表
T_PWYX_GDDY_GDY_FZLFB 供电电压质量分析—过电压负载率分布表
T_PWYX_GDDY_GDY_LJSCFB 供电电压质量分析—过电压累计时长分布表
T_PWYX_GDDY_RDYBDL_FXB 配网电压公变日电压波动率分布表
T_PWYX_KXFZ_ZRTJB 单位馈线负载日统计表
T_PWYX_KXTZTQDB_TJB 馈线跳闸同期对比统计表
T_YJ_GZQX_QXGCXQ 抢修过程详情表
T_YJ_GZQX_QXHZ 抢修汇总表
T_YJ_GZQX_QXPGXX 抢修派工信息表
T_PWYX_PBDDY_YTJB 配变低电压月统计表
T_PWYX_PBDDY_ZTJB 配变低电压周统计表
T_PWYX_PBDYYH_TJB 配变低压用户统计表
T_PWYX_PBFZ_MGD_YDTJB 单位煤改电重过载月统计表
T_PWYX_PBFZ_MGD_ZRTJB 单位煤改电重过载日统计表
T_PWYX_PBFZ_YDTJB 单位重过载月统计表
T_PWYX_PBFZ_ZRTJB 单位重过载日统计表
T_PWYX_PBFZ_ZRTJB_JM 单位重过载JM日统计表
T_PWYX_PBRL_DWTJB 配变容量单位统计表
T_PWYX_PBSXBPH_YJRTJB 三相不平衡预警配变日统计表
T_PWYX_PBSXBPH_YTJB 配变三相不平衡月统计表
T_PWYX_PBSXBPH_ZLTJB 三相不平衡治理按配变统计表
T_PWYX_PBSXBPH_ZTJB 配变三相不平衡昨日统计表
T_YJ_GZQX_QXYA 抢修预案表
T_YJ_GZQX_QXYAZX 抢修预案执行表
T_PWYX_PBZGZ_RTJB_SD 配变重过载日统计表
T_PWYX_PBZGZ_YTJB 配变重过载月统计表
T_PWYX_PBZGZ_ZTJB 配变重过载周统计表
T_YJ_GZQX_QXYLWT 抢修遗留问题表
T_PWYX_PB_SXBPHJL 配变三相不平衡记录表
T_YJ_GZQX_QXYXBZ 抢修演习步骤表
T_YJ_GZQX_QXYXFA 抢修演习方案表
T_YJ_GZQX_QXYXGC 抢修演习过程表
T_YJ_GZQX_QXYXPJ 抢修演习评价表
T_PWYX_PJFZ_RTJB 平均负载日统计表
T_PWYX_PJFZ_YDTJB 平均负载月度统计表
T_PWYX_QX_RTJB 配网运行缺陷日度统计表
T_PWYX_QX_YDTJB 配网运行缺陷月度统计表
T_PWYX_SDSZJLB 手动设置记录表
T_PWYX_SXBPHPB_KHTJB 三相不平衡考核单位统计表
T_PWYX_SXBPHPB_MGD_YDTJB 单位煤改电三相不平衡月统计表
T_PWYX_SXBPHPB_MGD_ZRTJB 单位煤改电三相不平衡日统计表
T_PWYX_SXBPHPB_YDTJB 单位三相不平衡月统计表
T_PWYX_SXBPHPB_YJYDTJB 三相不平衡预警单位月度统计表
T_PWYX_SXBPHPB_YJZRTJB 三相不平衡预警单位日统计表
T_PWYX_SXBPHPB_ZLTJB 三相不平衡治理按单位统计表
T_PWYX_SXBPHPB_ZRTJB 单位三相不平衡日统计表
T_PWYX_SXBPHPB_ZRTJB_JM 单位三相不平衡日加密统计表
T_PWYX_YH_DDY_YDTJB 用户低电压月度统计表
T_PWYX_YH_DDY_ZRTJB 用户低电压昨日统计表
T_PWYX_ZDFZL_FBTJB 配网运行_最大负载率分布_统计表
T_PWYX_ZGZ_TQDBTJB 重过载同期对比统计表
T_YJ_GZQX_QXZD 抢修驻点表
T_PWYX_ZYDYYHJRD 最远低压用户接入点表
T_YJ_GZQX_QXZJRY 抢修专家人员表
T_PWYX_ZYTDSJ_DWTJB 中压停电事件单位统计表
T_PWYX_ZYTDSJ_DWTJB_ABADONED 中压停电事件单位统计表
T_PWYX_ZYTDSJ_DWYDTJB 中压停电事件单位月度统计表
T_PWYX_ZYTDSJ_DWYDTJB_ABADONED 中压停电事件单位月度统计表
T_YJ_GZQX_QXZTJSDW 抢修状态接收单位表
T_QJ_GJYB_GJYBTZ 工器具及仪器仪表台帐表
T_QXGD_DRWC 抢修工单当日完成统计表
T_QXGD_RTJB 抢修工单日统计表
T_QXGD_YDTJB 抢修工单月度统计表
T_QXGD_ZYTJ 抢修工单抢修资源统计表
T_QXTS_S_95598_WKST 营销同步，95598工作单表
T_SBYD_PDSBYD 配电设备异动明细表
T_SB_BPBJ_BPBJDG 备品大纲表
T_SB_BPBJ_BPSBDYGLB 备品设备和设备的对应关系表
T_SB_BPBJ_GLKG 隔离开关表
T_SB_BPBJ_KCDD 库存地点表
T_SB_BPBJ_PDBYQ 配电变压器表
T_SB_BPBJ_SBFL 备品备件设备分类表
T_SB_BPBJ_ZSBYQ 柱上变压器表
T_SB_DYSB_DYBLQ 低压避雷器表
T_SB_DYSB_DYBX 低压表箱表
T_SB_DYSB_DYDL 低压电缆表
T_SB_DYSB_DYDLD 低压电缆段表
T_SB_DYSB_DYDLFZX 低压电缆分支箱表
T_SB_DYSB_DYDLHGQ 低压电流互感器表
T_SB_DYSB_DYDLJT 低压电缆接头表
T_SB_DYSB_DYDLZD 低压电缆终端表
T_SB_DYSB_DYDRQ 低压电容器表
T_SB_DYSB_DYDX 低压导线表
T_SB_DYSB_DYGLKG 低压隔离开关表
T_SB_DYSB_DYGT 低压杆塔表
T_SB_DYSB_DYKG 低压开关表
T_SB_DYSB_DYKGG 低压开关柜表
T_SB_DYSB_DYMX 低压母线表
T_SB_DYSB_DYPDP 低压配电盘表
T_SB_DYSB_DYRDQ 低压熔断器表
T_SB_DYSB_DYRS 低压熔丝表
T_SB_DYSB_DYRSX 低压熔丝箱表
T_SB_DYSB_DYSBDGB 低压设备大纲表
T_SB_DYSB_DYSYDLBHQ 低压剩余电流保护器表
T_SB_DYSB_DYTQ 低压台区台帐表
T_SB_DYSB_DYWGBCZZ 低压无功补偿装置表
T_SB_DYSB_DYWLG 低压物理杆表
T_SB_DYSB_DYXL 低压线路表
T_SB_DYSB_DYZSBLQ 低压柱上避雷器表
T_SB_DYSB_DYZSDRQ 低压柱上电容器表
T_SB_DYSB_DYZSGLKG 低压柱上隔离开关表
T_SB_DYSB_DYZSKG 低压柱上开关表
T_SB_DYSB_FGDZZ 反孤岛装置表
T_SB_DYSB_QZJ 墙支架表
T_SB_ECSB_AQZDHZZ 安全自动化装置表
T_SB_ECSB_BHGZXXXTZZ 保护故障信息系统子站表
T_SB_ECSB_BHJAZJL 保护及安自装置基类表
T_SB_ECSB_CJ 保护及自动装置插件表
T_SB_ECSB_CKBHZZ 测控保护装置表
T_SB_ECSB_DDMNP 调度模拟屏表
T_SB_ECSB_DPM 大屏幕表
T_SB_ECSB_ECP 二次屏表
T_SB_ECSB_FZZZ 辅助装置表
T_SB_ECSB_GZCJZZ 故障测距装置表
T_SB_ECSB_GZLBQ 故障录波器表
T_SB_ECSB_HLZKBXT 换流站控保系统表
T_SB_ECSB_JDQ 继电器表
T_SB_ECSB_JLBHGN 交流保护功能表
T_SB_ECSB_JLBHZZ 交流保护装置表
T_SB_ECSB_KBFSSBDG 控保附属设备大纲表
T_SB_ECSB_RJBBBZK 软件版本标准库表
T_SB_ECSB_SZTBZZ 时钟同步装置表
T_SB_ECSB_YCSBGLB 一次设备关联表
T_SB_ECSB_YDZDSB 远动终端设备（RTU）表
T_SB_ECSB_ZDHSBJL 自动化设备基类表
T_SB_ECSB_ZDHXT 自动化系统表
T_SB_ECSB_ZLBHGN 直流保护功能表
T_SB_ECSB_ZLBHZZ 直流保护装置表
T_SB_FBSB_FBSKT 覆冰实况图表
T_SB_FBSB_FBYBXX 覆冰预报信息表
T_SB_FBSB_FBYCT 覆冰预测图表
T_SB_JZL_DLDL 动力电缆表
T_SB_JZL_DLX 动力箱表
T_SB_JZL_JLYTHJYJCSB 交流一体化绝缘监察设备表
T_SB_JZL_JLYTHKQKG 交流一体化空气开关设备表
T_SB_JZL_JLYTHUPS 交流一体化UPS设备表
T_SB_JZL_JLYTHXDC 交流一体化蓄电池表
T_SB_JZL_JLYTHXDCXJSB 交流一体化蓄电池巡检设备表
T_SB_JZL_JLYTHZLCDZZ 交流一体化直流充电装置表
T_SB_JZL_JXDYX 检修电源箱表
T_SB_JZL_JYJCSB 绝缘监察设备表
T_SB_JZL_JZLYTHDYXT 交直流一体化电源系统表
T_SB_JZL_SGZMQHZZ 事故照明切换装置表
T_SB_JZL_XDC 蓄电池表
T_SB_JZL_XDCXJSB 蓄电池巡检设备表
T_SB_JZL_ZLCDZZ 直流充电装置表
T_SB_JZL_ZLDYXT 直流电源系统表
T_SB_JZL_ZLUPS 直流电源系统UPS设备表
T_SB_JZL_ZYDXT 站用电系统表
T_SB_PDZDHSB_DG 配电自动化设备大纲表
T_SB_PDZDHSB_FTU FTU表
T_SB_PDZDHSB_FZSB 辅助设备表
T_SB_PDZDHSB_GZZSQ 故障指示器表
T_SB_PDZDHSB_JHJ 交换机表
T_SB_PDZDHSB_JSJSB 计算机设备表
T_SB_PDZDHSB_OLT OLT表
T_SB_PDZDHSB_WLSB 网络设备表
T_SB_PDZDHSB_WXSB 无线设备表
T_SB_PDZDHSB_XT 主站系统表
T_SB_PDZDHSB_ZBSB 载波设备表
T_SB_RPT_66KVJYQSDXLJBQKTJB 92-66kV及以上输电线路基本情况统计表
T_SB_RPT_DLDYHGQZYQKHZB 263-电流互感器、电压互感器在运情况汇总表
T_SB_RPT_DLQTYSJTJB 201 断路器投运时间统计表
T_SB_RPT_DLQZYQKHZB 199-断路器装用情况汇总表
